,Enrichment,FuelTemperature,WaterTemperature,Pitch,FuelRadius,WaterDensity,Keff,Std_dev
15004,7.59,978.4,467.72672,1.647,0.69,0.881,1.32196,0.00041
15005,6.17,1204.3,580.906169,1.168,0.419,0.709,1.34122,0.00046
15006,4.31,770.5,333.314287,1.062,0.225,0.99,1.43699,0.00043
15007,5.56,774.4,339.004002,1.205,0.282,0.987,1.53209,0.00041
15008,4.83,1715.3,375.552772,1.452,0.352,0.964,1.48966,0.00037
15009,2.22,1514.5,401.836934,1.8,0.782,0.943,1.09509,0.0004
15010,1.26,1349.5,303.210799,1.357,0.563,1.002,1.01547,0.0004
15011,2.42,1382.8,475.733732,1.952,0.629,0.872,1.32338,0.00041
15012,7.2,1408.2,312.247585,1.929,0.843,0.999,1.30396,0.0004
15013,4.21,1114.4,313.45345,1.138,0.267,0.999,1.45142,0.0004
15014,1.83,587.2,404.524472,1.747,0.607,0.941,1.24666,0.0004
15015,4.08,478.0,331.028664,1.807,0.615,0.991,1.46165,0.00039
15016,1.66,441.0,342.716845,1.512,0.368,0.984,1.16496,0.00032
15017,4.26,888.8,311.690308,1.752,0.681,0.999,1.37127,0.00049
15018,7.14,1577.1,468.373195,1.199,0.508,0.88,1.22523,0.00039
15019,2.83,628.9,472.808929,1.762,0.548,0.875,1.38192,0.00044
15020,4.54,1426.2,533.011451,1.745,0.483,0.796,1.4817,0.00038
15021,1.02,1705.7,565.401677,1.676,0.393,0.741,0.94437,0.00036
15022,2.68,863.3,595.698173,1.284,0.5,0.672,1.14778,0.00044
15023,3.75,1013.6,430.463934,1.379,0.417,0.918,1.43199,0.00041
15024,3.77,1243.8,553.086313,1.127,0.463,0.764,1.1342,0.00044
15025,1.17,1182.0,406.901719,1.558,0.42,0.939,1.057,0.00035
15026,7.49,1301.7,524.100822,1.877,0.378,0.81,1.57868,0.00041
15027,3.11,1211.0,538.01138,1.905,0.326,0.789,1.24632,0.00039
15028,4.65,1318.9,572.357229,1.289,0.538,0.727,1.15548,0.00047
15029,4.71,517.9,416.345798,1.936,0.799,0.931,1.33278,0.0004
15030,1.57,945.3,438.056207,1.692,0.343,0.911,1.03969,0.00032
15031,3.59,364.7,351.994508,1.114,0.373,0.979,1.40768,0.00039
15032,6.85,1577.4,461.002094,1.796,0.483,0.888,1.56625,0.00038
15033,5.51,1288.0,583.247468,1.036,0.202,0.703,1.50053,0.0004
15034,7.85,1748.5,382.553895,1.256,0.334,0.958,1.57329,0.00033
15035,7.41,768.4,449.473496,1.647,0.303,0.9,1.54829,0.00035
15036,6.57,764.4,469.241819,1.078,0.351,0.879,1.47398,0.00037
15037,4.2,1345.3,409.906767,1.028,0.413,0.937,1.21555,0.00042
15038,2.56,1426.7,545.824599,1.497,0.46,0.776,1.32334,0.0004
15039,1.74,1357.0,430.513549,1.078,0.412,0.918,1.10372,0.00046
15040,8.87,482.1,471.618986,1.371,0.335,0.876,1.62758,0.00041
15041,8.65,939.0,452.528731,1.543,0.543,0.897,1.49209,0.00037
15042,3.25,1187.2,402.600274,1.194,0.404,0.943,1.34838,0.00041
15043,7.7,634.4,552.151145,1.946,0.374,0.765,1.58908,0.00034
15044,2.98,1743.6,468.442345,1.643,0.634,0.88,1.25514,0.00043
15045,8.9,831.4,359.69538,1.455,0.556,0.974,1.44631,0.00034
15046,6.37,1265.9,593.84028,1.433,0.429,0.677,1.47854,0.00038
15047,5.78,1002.3,468.056244,1.592,0.651,0.88,1.3085,0.00042
15048,8.27,1451.7,375.390465,1.23,0.309,0.964,1.59463,0.00041
15049,8.28,875.7,456.709943,1.611,0.565,0.892,1.49697,0.00039
15050,8.76,636.5,302.962349,1.792,0.413,1.002,1.62045,0.00039
15051,8.79,1321.5,368.597709,1.389,0.438,0.968,1.55108,0.00036
15052,6.81,623.7,514.729358,1.742,0.33,0.823,1.55057,0.00037
15053,6.34,840.7,465.956429,1.78,0.769,0.882,1.27292,0.00041
15054,5.63,1453.7,556.636911,1.26,0.398,0.757,1.43751,0.00042
15055,6.32,1168.9,341.604515,1.892,0.847,0.985,1.24993,0.00039
15056,4.15,1491.7,328.587838,1.509,0.261,0.992,1.30574,0.00038
15057,2.29,858.6,343.029299,1.938,0.579,0.984,1.33023,0.00039
15058,1.75,1067.2,482.863266,1.76,0.319,0.863,1.00273,0.00038
15059,7.07,735.1,553.938834,1.818,0.659,0.762,1.43999,0.00035
15060,1.07,1486.4,448.838389,1.923,0.335,0.9,0.76143,0.00035
15061,4.9,967.3,470.027505,1.969,0.501,0.878,1.5183,0.00039
15062,1.29,1445.6,390.914682,1.37,0.447,0.952,1.1146,0.00044
15063,2.43,1644.1,518.967958,1.7,0.599,0.817,1.26593,0.00043
15064,2.2,1371.9,321.439163,1.053,0.29,0.995,1.27506,0.00041
15065,2.52,1373.5,392.002555,1.472,0.42,0.951,1.33234,0.00043
15066,7.71,635.9,312.027936,1.411,0.429,0.999,1.57371,0.00041
15067,6.6,629.2,446.350737,1.874,0.33,0.903,1.49581,0.00048
15068,5.22,419.0,300.633151,1.121,0.353,1.003,1.49926,0.00041
15069,1.62,1735.8,544.788166,1.04,0.295,0.778,1.15291,0.00042
15070,2.41,1387.1,306.584845,1.176,0.478,1.001,1.15107,0.00041
15071,1.04,1272.0,476.298076,1.509,0.424,0.871,0.99883,0.00036
15072,4.86,1648.7,301.592418,1.085,0.345,1.003,1.44537,0.00039
15073,5.88,633.2,578.005616,1.218,0.442,0.715,1.35581,0.00043
15074,4.79,544.9,475.846275,1.848,0.722,0.871,1.36955,0.00034
15075,6.77,1288.9,591.036602,1.553,0.219,0.684,1.46596,0.00039
15076,5.84,965.9,465.073525,1.678,0.489,0.883,1.53393,0.0004
15077,1.76,762.1,504.032621,1.039,0.433,0.837,1.00705,0.00041
15078,3.31,1435.6,474.992149,1.484,0.412,0.872,1.40678,0.00036
15079,2.62,1172.6,495.892839,1.638,0.71,0.848,1.0928,0.0004
15080,8.71,695.9,519.285124,1.796,0.622,0.817,1.50884,0.00037
15081,6.33,1126.3,379.892519,1.094,0.277,0.96,1.54795,0.00037
15082,8.43,1554.6,359.140984,1.879,0.653,0.975,1.52086,0.0004
15083,6.36,830.7,459.223886,1.151,0.248,0.89,1.55271,0.0004
15084,5.98,1349.5,499.926872,1.683,0.684,0.842,1.30584,0.00041
15085,7.53,860.2,308.858347,1.87,0.502,1.0,1.59778,0.00037
15086,6.11,1617.1,488.57104,1.597,0.494,0.857,1.50209,0.00038
15087,6.97,1040.3,465.722313,1.181,0.357,0.883,1.51957,0.00036
15088,2.05,541.1,494.611663,1.934,0.614,0.849,1.30597,0.00039
15089,2.69,1302.6,550.598242,1.922,0.717,0.768,1.26174,0.00046
15090,2.98,747.9,552.351748,1.221,0.451,0.765,1.25011,0.0004
15091,3.3,1740.2,398.244609,1.829,0.756,0.946,1.23355,0.00041
15092,6.21,1200.3,375.499818,1.392,0.361,0.964,1.55374,0.00041
15093,7.0,1068.3,401.826571,1.507,0.489,0.943,1.52198,0.00042
15094,3.31,1073.4,411.241411,1.89,0.417,0.936,1.36529,0.00035
15095,4.89,1596.4,432.851923,1.844,0.447,0.916,1.5016,0.00041
15096,4.01,1650.9,312.084448,1.81,0.633,0.999,1.41592,0.00044
15097,3.15,941.0,517.880741,1.584,0.284,0.819,1.28378,0.00037
15098,5.3,1476.2,360.705414,1.839,0.525,0.974,1.52407,0.0004
15099,4.67,1042.3,400.728543,1.503,0.612,0.944,1.29423,0.00042
15100,7.13,699.4,314.788822,1.956,0.773,0.998,1.43965,0.00033
15101,2.02,1311.1,353.52587,1.048,0.23,0.978,1.16534,0.00039
15102,5.8,788.8,514.924884,1.316,0.298,0.823,1.54271,0.0004
15103,8.38,628.7,476.732617,1.719,0.417,0.87,1.62156,0.00044
15104,8.96,1267.6,427.718422,1.862,0.375,0.921,1.60239,0.00034
15105,4.9,1389.7,584.47529,1.668,0.48,0.701,1.472,0.0004
15106,4.95,1140.0,495.889273,1.447,0.439,0.848,1.47519,0.00036
15107,3.51,1216.0,518.390134,1.749,0.688,0.818,1.26611,0.00043
15108,3.32,838.6,541.691608,1.182,0.409,0.783,1.31473,0.00039
15109,1.86,490.8,379.748847,1.076,0.309,0.96,1.25244,0.00042
15110,7.51,1190.8,493.181828,1.04,0.377,0.851,1.3815,0.00037
15111,2.44,1002.7,492.136915,1.033,0.374,0.852,1.21438,0.00049
15112,1.1,1111.2,535.741787,1.919,0.646,0.792,1.06863,0.00036
15113,3.58,990.3,353.579938,1.186,0.496,0.978,1.18884,0.00044
15114,2.54,830.1,510.7573,1.97,0.874,0.828,1.08392,0.00043
15115,4.64,952.0,591.194274,1.425,0.487,0.684,1.3669,0.00043
15116,5.67,1479.2,335.225414,1.576,0.505,0.989,1.50133,0.0004
15117,2.42,477.5,423.623457,1.821,0.596,0.925,1.34524,0.00038
15118,6.63,1569.8,563.524688,1.948,0.783,0.745,1.31373,0.0004
15119,1.12,1000.8,322.537903,1.935,0.733,0.995,1.0703,0.00038
15120,1.92,1312.1,561.769946,1.352,0.599,0.748,0.91856,0.00038
15121,4.44,1154.7,399.985269,1.5,0.639,0.945,1.22194,0.00044
15122,7.67,1732.7,311.57844,1.921,0.758,0.999,1.41975,0.00043
15123,3.59,496.8,403.9766,1.427,0.562,0.942,1.30694,0.00043
15124,2.08,1048.4,448.2693,1.539,0.317,0.901,1.16926,0.00044
15125,5.87,512.0,308.797683,1.381,0.319,1.0,1.54805,0.00036
15126,7.61,562.9,434.246299,1.389,0.535,0.915,1.41289,0.00039
15127,5.94,710.0,386.868612,1.137,0.236,0.955,1.52454,0.0004
15128,1.77,863.1,301.463539,1.398,0.593,1.003,1.08577,0.00042
15129,4.71,536.6,439.938182,1.525,0.684,0.909,1.16933,0.00043
15130,6.47,1584.7,512.546213,1.929,0.719,0.826,1.40881,0.0004
15131,6.25,415.3,413.12583,1.118,0.454,0.934,1.31365,0.0004
15132,2.03,1374.8,383.991999,1.674,0.312,0.957,1.06522,0.00035
15133,4.61,1298.9,482.525817,1.131,0.424,0.864,1.30421,0.00044
15134,3.14,1126.4,431.227199,1.247,0.323,0.918,1.3858,0.00037
15135,7.28,787.5,532.741352,1.413,0.595,0.797,1.26944,0.00045
15136,2.47,630.2,425.023792,1.968,0.824,0.923,1.20658,0.00041
15137,3.01,1269.3,536.598432,1.913,0.857,0.791,1.06539,0.00042
15138,5.22,459.9,384.446676,1.016,0.206,0.957,1.48914,0.00036
15139,3.56,984.6,304.924521,1.315,0.414,1.002,1.42335,0.00042
15140,7.72,989.0,412.811298,1.856,0.741,0.934,1.40639,0.00039
15141,5.73,907.2,357.627681,1.786,0.795,0.976,1.24122,0.00036
15142,5.77,446.5,403.915413,1.043,0.241,0.942,1.54529,0.00038
15143,8.41,1026.0,524.448193,1.996,0.55,0.809,1.59867,0.00038
15144,2.97,1336.4,329.136945,1.082,0.436,0.992,1.18531,0.00043
15145,5.46,550.4,541.728907,1.609,0.464,0.783,1.52313,0.00035
15146,4.11,1385.3,450.716414,1.242,0.438,0.899,1.35936,0.00041
15147,4.96,883.0,389.204595,1.996,0.638,0.953,1.5055,0.00035
15148,4.53,674.5,315.433334,1.59,0.328,0.998,1.43596,0.00042
15149,6.62,571.7,535.057696,1.887,0.511,0.793,1.57547,0.00037
15150,6.34,923.8,500.573271,1.279,0.374,0.842,1.5217,0.0004
15151,8.18,520.0,517.546507,1.391,0.61,0.819,1.2552,0.00036
15152,8.12,1274.1,533.104466,1.993,0.561,0.796,1.5816,0.00039
15153,5.26,579.5,519.338017,1.625,0.683,0.816,1.26338,0.00037
15154,4.07,640.7,453.179609,1.237,0.328,0.896,1.47164,0.00041
15155,5.21,660.3,464.418768,1.717,0.203,0.884,1.16626,0.00041
15156,7.44,1250.8,531.790244,1.647,0.742,0.798,1.19155,0.00044
15157,4.14,1008.5,588.311871,1.094,0.219,0.691,1.43169,0.00039
15158,1.38,640.7,511.901741,1.732,0.591,0.827,1.15713,0.00042
15159,7.31,1203.7,578.802417,1.966,0.397,0.713,1.58451,0.00042
15160,7.43,671.2,423.589618,1.976,0.547,0.925,1.59739,0.00033
15161,4.83,1479.0,563.335771,1.554,0.657,0.745,1.17553,0.00036
15162,2.09,638.4,508.34981,1.581,0.52,0.831,1.28219,0.00041
15163,5.55,1611.2,374.456852,1.599,0.727,0.964,1.15887,0.00042
15164,1.15,1424.9,371.238394,1.621,0.615,0.967,1.06947,0.00041
15165,3.68,1585.8,525.758352,1.585,0.558,0.807,1.34429,0.00047
15166,2.56,1632.9,568.287457,1.854,0.572,0.735,1.32875,0.0004
15167,2.41,1139.0,341.469386,1.303,0.291,0.985,1.24928,0.00037
15168,3.98,1030.9,389.352408,1.755,0.508,0.953,1.46999,0.00035
15169,2.69,765.1,373.298972,1.4,0.377,0.965,1.36001,0.00044
15170,8.6,1438.4,337.256754,1.739,0.283,0.987,1.5054,0.00038
15171,8.26,421.5,344.045666,1.644,0.54,0.984,1.56995,0.00038
15172,5.65,1333.8,446.764456,1.314,0.226,0.903,1.44626,0.0004
15173,4.31,373.4,339.226548,1.14,0.326,0.986,1.48712,0.00042
15174,1.06,1357.1,572.324246,1.787,0.748,0.727,0.92363,0.00034
15175,5.63,1579.5,403.02852,1.257,0.408,0.942,1.46309,0.00045
15176,6.23,1564.6,584.756001,1.888,0.726,0.7,1.33085,0.00038
15177,8.73,1041.9,476.598378,1.293,0.488,0.871,1.40593,0.00042
15178,4.25,1726.0,577.013882,1.461,0.367,0.717,1.45975,0.00042
15179,2.09,1560.5,551.281883,1.022,0.347,0.767,1.18582,0.0004
15180,6.58,449.3,300.396652,1.619,0.31,1.003,1.51761,0.0004
15181,7.51,686.7,583.701949,1.683,0.526,0.702,1.51558,0.00043
15182,2.42,1396.1,599.502735,1.354,0.448,0.661,1.24146,0.00041
15183,5.03,653.9,454.808066,1.034,0.427,0.894,1.21806,0.00042
15184,7.62,1308.5,479.559709,1.506,0.489,0.867,1.50989,0.00039
15185,5.69,1609.3,422.468793,1.856,0.691,0.926,1.41631,0.00039
15186,8.49,655.1,584.773848,1.4,0.206,0.7,1.55262,0.00039
15187,6.96,523.7,437.514392,1.423,0.361,0.912,1.59009,0.00037
15188,6.74,878.0,535.200832,1.308,0.566,0.793,1.20267,0.00041
15189,3.43,1119.9,337.0574,1.505,0.441,0.988,1.42517,0.00043
15190,3.11,589.3,389.925381,1.195,0.444,0.953,1.30689,0.00039
15191,5.66,1077.3,452.066247,1.773,0.614,0.897,1.46699,0.00038
15192,1.3,1084.9,322.822934,1.479,0.516,0.995,1.1255,0.00043
15193,8.06,1511.5,544.681642,1.386,0.375,0.778,1.56239,0.00038
15194,7.79,1118.4,567.077177,1.335,0.232,0.738,1.56784,0.00035
15195,7.36,737.0,544.865947,1.502,0.409,0.778,1.57128,0.00041
15196,3.78,1161.9,482.493981,1.49,0.313,0.864,1.40525,0.00041
15197,4.62,1486.4,550.515207,1.033,0.415,0.768,1.17029,0.00039
15198,4.15,1782.9,518.887038,1.446,0.237,0.817,1.33179,0.00037
15199,7.96,1615.7,599.077514,1.487,0.625,0.662,1.22363,0.00042
15200,5.57,466.7,390.828302,1.818,0.317,0.952,1.4327,0.00041
15201,2.55,1158.7,389.381639,1.586,0.286,0.953,1.16199,0.00035
15202,8.94,565.7,450.723721,1.992,0.739,0.899,1.49998,0.00038
15203,5.96,956.1,305.036214,1.913,0.271,1.002,1.29818,0.00042
15204,8.26,1364.0,391.048387,1.446,0.621,0.952,1.29007,0.00037
15205,7.23,1478.8,360.990325,1.462,0.643,0.973,1.24065,0.00041
15206,1.24,662.8,534.944265,1.989,0.491,0.793,1.05078,0.00034
15207,6.5,1519.9,508.951314,1.009,0.311,0.831,1.46066,0.00038
15208,1.14,1631.6,504.828345,1.46,0.332,0.836,0.94949,0.00033
15209,5.93,1126.7,445.531088,1.245,0.542,0.904,1.18544,0.00033
15210,1.54,685.7,350.844365,1.119,0.34,0.98,1.17225,0.00036
15211,8.81,954.4,309.331707,1.239,0.496,1.0,1.37894,0.00042
15212,4.52,1183.6,579.892531,1.522,0.385,0.711,1.48122,0.00039
15213,2.07,1573.0,306.393333,1.198,0.486,1.001,1.12417,0.00042
15214,7.46,1671.7,335.181812,1.055,0.258,0.989,1.57034,0.00044
15215,4.12,953.3,401.328331,1.28,0.304,0.944,1.45523,0.00038
15216,4.68,1552.5,538.747568,1.808,0.208,0.787,1.13855,0.00037
15217,4.16,1467.0,507.417853,1.495,0.403,0.833,1.46358,0.0004
15218,6.26,998.8,329.522954,1.069,0.352,0.991,1.47632,0.00039
15219,4.71,569.8,373.77707,1.166,0.499,0.965,1.2062,0.00042
15220,6.96,440.0,319.010471,1.88,0.666,0.996,1.52484,0.00038
15221,5.01,534.8,387.921367,1.527,0.347,0.954,1.50811,0.00039
15222,4.91,1544.4,495.872883,1.062,0.402,0.848,1.27991,0.00045
15223,4.64,1065.5,438.931964,1.287,0.441,0.91,1.41201,0.00046
15224,8.8,1673.2,528.41385,1.823,0.622,0.803,1.49205,0.0004
15225,7.72,962.1,356.097842,1.34,0.486,0.977,1.46051,0.00038
15226,6.37,495.6,374.152813,1.58,0.715,0.964,1.22991,0.00043
15227,6.08,884.2,590.659257,1.299,0.386,0.685,1.47992,0.00041
15228,5.21,860.8,550.626782,1.648,0.701,0.768,1.21643,0.00043
15229,5.94,1456.2,415.954207,1.621,0.38,0.931,1.53876,0.00035
15230,5.65,1792.0,437.147276,1.647,0.524,0.912,1.48985,0.00037
15231,7.97,1399.8,307.401423,1.728,0.745,1.001,1.31931,0.00043
15232,7.89,1341.0,455.819321,1.522,0.389,0.893,1.59269,0.00036
15233,3.26,1479.5,558.265096,1.291,0.3,0.754,1.38835,0.00039
15234,4.29,1411.3,409.596478,1.849,0.499,0.937,1.48168,0.00039
15235,4.76,797.6,482.296819,1.472,0.496,0.864,1.44037,0.00041
15236,2.29,1486.0,500.78268,1.598,0.656,0.841,1.13041,0.00044
15237,1.72,872.6,517.773333,1.728,0.607,0.819,1.19991,0.00043
15238,5.39,585.3,377.950982,1.422,0.577,0.962,1.33206,0.00044
15239,8.6,634.7,416.354784,1.932,0.695,0.931,1.51898,0.00033
15240,2.1,780.6,467.007528,1.283,0.439,0.881,1.25377,0.00045
15241,7.84,1291.2,580.308851,1.645,0.741,0.71,1.17717,0.00041
15242,3.27,1678.9,507.432308,1.147,0.261,0.833,1.37326,0.0004
15243,2.36,1654.8,431.445164,1.392,0.626,0.917,0.98971,0.00043
15244,8.71,529.4,444.693688,1.712,0.33,0.905,1.60017,0.00037
15245,6.57,1185.9,562.616803,1.029,0.443,0.746,1.13434,0.00038
15246,2.13,514.2,354.60589,1.066,0.288,0.977,1.27626,0.00037
15247,8.82,498.5,486.620221,1.64,0.378,0.859,1.63152,0.00039
15248,6.13,674.0,537.283444,1.238,0.519,0.79,1.22857,0.00037
15249,2.35,612.5,503.546631,1.37,0.286,0.838,1.25123,0.00042
15250,6.94,1465.3,302.968661,1.938,0.623,1.002,1.54304,0.00036
15251,2.75,1084.1,591.439062,1.838,0.42,0.683,1.35811,0.00039
15252,6.16,624.6,434.81729,1.759,0.302,0.914,1.46662,0.00039
15253,4.87,1705.9,513.892151,1.604,0.567,0.824,1.38869,0.00041
15254,2.52,1086.5,472.256042,1.07,0.248,0.876,1.28923,0.00036
15255,3.08,1037.4,559.467906,1.208,0.365,0.752,1.35674,0.00038
15256,6.07,989.7,479.79927,1.705,0.63,0.867,1.42124,0.00045
15257,3.91,791.2,516.737241,1.845,0.707,0.82,1.33128,0.00046
15258,1.57,1474.2,372.283817,1.615,0.395,0.966,1.12741,0.00036
15259,2.98,1096.2,598.40175,1.663,0.672,0.664,1.15084,0.00044
15260,6.69,789.7,382.037964,1.924,0.399,0.959,1.545,0.0004
15261,1.22,1568.8,469.894551,1.895,0.371,0.878,0.88785,0.00032
15262,1.95,560.3,439.018071,1.435,0.36,0.91,1.22762,0.00038
15263,4.01,1794.5,324.483154,1.092,0.379,0.994,1.3604,0.00043
15264,8.04,1170.9,460.898404,1.865,0.59,0.888,1.55365,0.00036
15265,6.47,565.9,372.887054,1.521,0.471,0.965,1.54893,0.00036
15266,6.87,1031.1,447.290956,1.85,0.783,0.902,1.31747,0.00039
15267,3.59,1525.1,438.127376,1.038,0.312,0.911,1.3907,0.00037
15268,8.1,1249.2,467.722496,1.366,0.312,0.881,1.59931,0.00035
15269,6.2,574.6,488.264153,1.265,0.404,0.857,1.49551,0.00039
15270,7.63,1706.3,466.799679,1.433,0.574,0.882,1.33099,0.00037
15271,7.43,1272.2,526.269757,1.121,0.278,0.806,1.5633,0.00039
15272,1.14,534.2,322.134464,1.123,0.428,0.995,1.03565,0.00038
15273,1.4,1565.6,349.704275,1.526,0.689,0.98,0.91977,0.00044
15274,3.54,1093.8,477.013225,1.301,0.559,0.87,1.1235,0.00047
15275,4.79,1659.7,543.062682,1.217,0.473,0.781,1.24675,0.00041
15276,5.05,1156.2,436.501933,1.76,0.777,0.913,1.20423,0.00044
15277,3.98,738.2,389.634752,1.101,0.374,0.953,1.39648,0.00043
15278,1.42,1551.1,384.669683,1.05,0.341,0.957,1.11965,0.00041
15279,2.89,603.1,445.827529,1.427,0.382,0.903,1.38616,0.00034
15280,4.4,1777.1,561.777325,1.272,0.331,0.748,1.45447,0.00037
15281,1.6,660.4,429.889313,1.449,0.292,0.919,1.03905,0.00034
15282,8.33,1569.9,348.025122,1.785,0.375,0.981,1.58487,0.00041
15283,4.59,920.0,336.328475,1.581,0.598,0.988,1.38832,0.00046
15284,6.35,1728.6,365.272173,1.974,0.64,0.971,1.52272,0.00043
15285,1.51,735.3,351.620242,1.759,0.594,0.979,1.19468,0.00039
15286,2.77,1635.0,475.005412,1.119,0.419,0.872,1.21471,0.00042
15287,8.43,891.2,471.254016,1.786,0.439,0.877,1.61692,0.00043
15288,1.53,1329.5,595.911483,1.026,0.388,0.671,1.00286,0.0004
15289,5.49,840.3,582.89894,1.908,0.853,0.704,1.15642,0.00048
15290,2.45,955.7,424.794423,1.714,0.34,0.924,1.19719,0.00037
15291,8.1,706.7,445.30915,1.114,0.38,0.904,1.47881,0.00048
15292,7.11,1279.6,598.087039,1.772,0.548,0.665,1.4928,0.00039
15293,5.34,1429.7,347.512918,1.724,0.496,0.982,1.52135,0.00041
15294,1.26,937.9,397.230192,1.556,0.516,0.947,1.13151,0.0004
15295,2.49,914.7,378.046469,1.034,0.374,0.962,1.25317,0.00047
15296,1.92,987.1,541.796116,1.72,0.599,0.783,1.223,0.00039
15297,7.05,1254.5,418.51761,1.224,0.413,0.929,1.47244,0.00048
15298,8.76,884.5,381.637438,1.124,0.202,0.959,1.57935,0.00034
15299,2.8,1093.5,360.977064,1.205,0.432,0.973,1.29958,0.0004
15300,4.07,1601.2,520.963392,1.9,0.34,0.814,1.36638,0.00041
15301,4.47,1778.9,369.662298,1.458,0.471,0.968,1.4453,0.00039
15302,3.42,516.3,471.202706,1.716,0.747,0.877,1.17816,0.00042
15303,6.87,606.3,474.445961,1.54,0.681,0.873,1.24063,0.00039
15304,1.97,1495.4,349.408148,1.869,0.684,0.981,1.24514,0.0004
15305,1.26,1527.8,568.948774,1.567,0.271,0.734,0.8913,0.00035
15306,4.41,827.9,495.920226,1.486,0.311,0.848,1.45675,0.0004
15307,8.75,673.1,412.234857,1.739,0.757,0.935,1.32996,0.0004
15308,6.27,1040.4,563.668135,1.542,0.635,0.744,1.26129,0.0004
15309,5.96,1212.7,515.811847,1.046,0.433,0.821,1.19777,0.00043
15310,4.53,1433.7,467.128233,1.382,0.516,0.881,1.33619,0.00044
15311,2.2,1748.9,368.780091,1.169,0.369,0.968,1.26997,0.00046
15312,1.22,740.2,308.771223,1.194,0.34,1.0,1.07566,0.00039
15313,8.93,702.8,328.384905,1.154,0.427,0.992,1.45266,0.00037
15314,7.82,501.8,396.890946,1.218,0.46,0.947,1.42732,0.00044
15315,3.56,1369.3,402.96643,1.621,0.605,0.942,1.34011,0.00045
15316,3.76,644.5,442.20946,1.262,0.363,0.907,1.4496,0.00036
15317,1.16,1405.8,451.656452,1.597,0.707,0.898,0.90644,0.00038
15318,8.44,820.8,355.730619,1.982,0.88,0.977,1.32202,0.00044
15319,5.81,642.9,470.906208,1.617,0.327,0.877,1.52213,0.00041
15320,5.47,920.8,365.277375,1.963,0.797,0.971,1.3677,0.0004
15321,7.74,759.9,563.919305,1.444,0.276,0.744,1.58895,0.00039
15322,6.26,1481.5,588.968981,1.464,0.317,0.69,1.54856,0.00036
15323,4.69,1235.8,408.230492,1.12,0.385,0.938,1.39766,0.00043
15324,6.88,765.4,484.198363,1.119,0.407,0.862,1.39998,0.00043
15325,6.58,1510.3,423.6364,1.147,0.206,0.925,1.5027,0.0004
15326,2.08,1537.2,520.75461,1.288,0.396,0.814,1.25554,0.00042
15327,6.64,1557.6,438.627799,1.743,0.573,0.911,1.50441,0.00041
15328,1.99,774.4,598.901998,1.782,0.368,0.663,1.2107,0.00034
15329,4.94,1415.8,545.188809,1.575,0.551,0.777,1.38761,0.00039
15330,5.85,773.2,399.848514,1.865,0.837,0.945,1.23401,0.00042
15331,1.2,1150.1,557.530165,1.761,0.558,0.756,1.0946,0.0004
15332,7.38,1312.7,562.9584,1.502,0.582,0.746,1.3362,0.00041
15333,2.63,991.3,418.360736,1.383,0.572,0.929,1.16369,0.00039
15334,4.59,1534.0,542.068225,1.57,0.638,0.782,1.23479,0.0004
15335,1.13,674.4,470.873441,1.692,0.633,0.877,1.0567,0.00039
15336,4.79,1462.4,406.711593,1.139,0.338,0.939,1.46536,0.0004
15337,8.69,1776.7,545.502735,1.746,0.429,0.777,1.60166,0.00043
15338,6.04,750.7,382.157485,1.401,0.465,0.959,1.49687,0.00044
15339,8.95,1393.9,538.369351,1.017,0.309,0.788,1.49714,0.00039
15340,5.6,1002.1,518.064952,1.444,0.327,0.818,1.53329,0.00036
15341,2.05,1133.9,396.182834,1.626,0.69,0.948,1.1158,0.00043
15342,1.86,490.3,415.959927,1.87,0.79,0.931,1.14266,0.00044
15343,8.62,1669.9,413.40202,1.463,0.426,0.934,1.57207,0.00039
15344,4.37,1531.9,469.197112,1.187,0.398,0.879,1.3894,0.00044
15345,5.56,1306.3,302.80164,1.104,0.291,1.002,1.52342,0.00039
15346,3.81,1227.9,309.879902,1.53,0.61,1.0,1.29987,0.00041
15347,6.83,667.0,460.833986,1.581,0.679,0.888,1.28376,0.00045
15348,5.01,1006.3,464.929419,1.233,0.536,0.884,1.15907,0.0004
15349,5.44,1219.4,441.906778,1.817,0.587,0.907,1.49372,0.0004
15350,1.6,511.6,388.632489,1.158,0.206,0.954,0.94871,0.0003
15351,8.25,1336.2,520.503098,1.314,0.377,0.815,1.54947,0.00041
15352,8.33,1351.1,551.81753,1.735,0.417,0.766,1.60292,0.00035
15353,1.31,1596.0,358.129222,1.978,0.33,0.975,0.77595,0.00029
15354,2.21,792.4,542.506191,1.191,0.473,0.781,1.11762,0.00043
15355,6.79,489.2,302.124009,1.098,0.387,1.002,1.46782,0.00042
15356,6.94,567.6,548.447252,1.639,0.418,0.772,1.58256,0.0004
15357,2.12,1191.5,300.134046,1.817,0.626,1.003,1.28642,0.00043
15358,8.73,1153.1,493.577617,1.804,0.467,0.85,1.61074,0.0004
15359,3.0,564.3,451.201809,1.68,0.704,0.898,1.21325,0.00044
15360,5.56,1016.0,346.759688,1.517,0.342,0.982,1.52341,0.0004
15361,2.72,1664.5,331.618622,1.823,0.791,0.99,1.14872,0.0004
15362,3.96,1391.8,571.331801,1.166,0.238,0.729,1.42079,0.00039
15363,6.95,1574.3,363.939561,1.803,0.801,0.971,1.25152,0.00038
15364,1.24,1169.5,483.711136,1.73,0.614,0.862,1.08676,0.00046
